city,timestamp,PM25,PM10,SO2,NO2,CO,O3,temperature,humidity,wind_speed,AQI
xian,2026-02-05 14:00:00,184.9,197.9,148.7,86.4,4.323,2.0,4.2,89,0.9444444444444444,235
xian,2026-02-05 15:00:00,189.5,199.8,138.3,79.5,4.54,2.0,3.6,92,0.6944444444444444,240
xian,2026-02-05 16:00:00,175.6,184.9,114.3,71.4,4.329,3.0,3.8,90,1.5277777777777777,226
xian,2026-02-05 17:00:00,150.4,158.3,83.2,62.4,3.822,4.0,3.2,90,1.027777777777778,200
xian,2026-02-05 18:00:00,127.6,135.0,58.7,55.2,3.22,5.0,2.6,88,0.22222222222222224,168
xian,2026-02-05 19:00:00,105.7,112.2,46.1,50.8,2.424,6.0,2.3,90,0.5555555555555556,138
xian,2026-02-05 20:00:00,90.1,96.2,40.1,48.1,1.532,7.0,2.2,89,0.05555555555555556,119
xian,2026-02-05 21:00:00,79.4,85.2,38.8,46.2,1.035,7.0,2.1,89,0.5277777777777778,106
xian,2026-02-05 22:00:00,72.9,78.5,43.9,45.1,1.352,5.0,1.8,89,0.11111111111111112,97
xian,2026-02-05 23:00:00,75.4,81.3,53.7,44.8,2.065,4.0,1.6,90,0.11111111111111112,100
xian,2026-02-06 00:00:00,104.8,112.5,64.7,39.6,2.411,8.0,1.2,82,0.5,137
xian,2026-02-06 01:00:00,110.1,116.9,67.1,40.0,1.944,15.0,2.7,76,2.305555555555556,144
xian,2026-02-06 02:00:00,96.4,104.8,70.5,40.6,1.111,24.0,4.3,58,2.833333333333333,127
xian,2026-02-06 03:00:00,75.9,90.1,73.4,40.9,0.491,33.0,5.7,51,1.9166666666666667,101
xian,2026-02-06 04:00:00,75.2,90.3,75.9,40.7,0.338,41.0,7.0,49,1.3333333333333333,100
xian,2026-02-06 05:00:00,73.8,89.2,77.9,40.2,0.398,49.0,8.4,47,0.9722222222222222,98
xian,2026-02-06 06:00:00,72.2,86.1,78.2,40.3,0.485,56.0,8.7,46,1.8611111111111112,96
xian,2026-02-06 07:00:00,70.5,82.9,73.9,39.9,0.555,63.0,9.4,44,1.75,94
xian,2026-02-06 08:00:00,67.3,78.5,67.7,40.0,0.653,68.0,9.9,43,1.0555555555555556,90
xian,2026-02-06 09:00:00,68.7,78.2,67.2,44.3,0.728,66.0,9.5,47,2.0277777777777777,92
xian,2026-02-06 10:00:00,87.8,94.1,78.8,57.8,0.761,50.0,7.4,55,3.4722222222222223,116
xian,2026-02-06 11:00:00,116.6,123.9,95.9,75.5,0.772,26.0,6.0,58,2.611111111111111,152
xian,2026-02-06 12:00:00,132.2,141.1,79.4,68.6,0.769,23.0,6.1,60,2.1666666666666665,175
xian,2026-02-06 13:00:00,137.8,146.7,83.2,66.2,0.749,21.0,5.9,58,2.4444444444444446,183
xian,2026-02-06 14:00:00,129.9,138.3,88.3,62.8,0.715,19.0,5.1,58,2.972222222222222,171
xian,2026-02-06 15:00:00,145.3,156.0,91.4,59.5,0.687,16.0,3.6,58,3.638888888888889,193
xian,2026-02-06 16:00:00,159.7,173.7,89.8,56.8,0.664,13.0,2.4,61,2.694444444444444,210
xian,2026-02-06 17:00:00,153.7,168.6,86.1,54.2,0.645,10.0,2.6,60,3.083333333333333,204
xian,2026-02-06 18:00:00,144.4,160.2,84.7,52.0,0.651,8.0,2.7,59,2.9166666666666665,192
xian,2026-02-06 19:00:00,145.3,162.1,87.4,50.3,0.677,7.0,2.6,58,2.2777777777777777,193
xian,2026-02-06 20:00:00,147.6,168.1,92.5,48.9,0.727,7.0,2.9,54,2.611111111111111,197
xian,2026-02-06 21:00:00,142.5,164.4,98.7,47.9,0.831,7.0,2.9,50,2.1666666666666665,189
xian,2026-02-06 22:00:00,132.7,155.5,110.5,48.6,1.083,5.0,2.5,52,1.25,175
xian,2026-02-06 23:00:00,125.7,149.0,123.6,49.7,1.39,4.0,2.1,51,1.1388888888888888,165
xian,2026-02-07 00:00:00,120.6,144.8,83.3,35.4,1.498,8.0,2.2,41,2.8055555555555554,158
xian,2026-02-07 01:00:00,137.8,159.7,65.2,28.7,1.215,23.0,2.0,39,3.1111111111111107,183
xian,2026-02-07 02:00:00,44.5,73.1,40.3,19.4,0.733,45.0,2.5,32,3.416666666666667,62
xian,2026-02-07 03:00:00,31.5,70.5,21.9,12.4,0.382,62.0,3.2,30,3.0555555555555554,60
xian,2026-02-07 04:00:00,30.4,72.2,16.6,9.8,0.314,71.0,4.4,31,2.111111111111111,61
xian,2026-02-07 05:00:00,29.6,71.9,17.9,9.6,0.376,76.0,5.3,35,1.25,61
xian,2026-02-07 06:00:00,28.6,70.8,19.3,10.0,0.44,79.0,5.7,36,0.5,60
xian,2026-02-07 07:00:00,27.4,68.0,16.0,8.5,0.405,84.0,6.3,36,0.4722222222222222,59
xian,2026-02-07 08:00:00,26.0,64.5,12.8,7.7,0.373,87.0,6.5,34,0.75,57
xian,2026-02-07 09:00:00,25.7,62.4,18.1,13.8,0.518,81.0,6.2,35,1.3055555555555556,56
xian,2026-02-07 10:00:00,49.9,81.3,40.1,33.8,1.018,57.0,4.4,54,0.6666666666666666,69
xian,2026-02-07 11:00:00,98.7,129.9,70.4,60.7,1.696,25.0,2.6,58,1.1111111111111112,130
xian,2026-02-07 12:00:00,128.1,160.2,95.0,83.8,2.195,2.0,2.0,60,0.9166666666666666,169
xian,2026-02-07 13:00:00,152.3,180.7,101.0,82.9,2.353,2.0,1.6,67,1.0833333333333333,202
xian,2026-02-07 14:00:00,157.9,182.5,108.6,81.3,2.332,1.0,0.6,73,0.8611111111111112,208
xian,2026-02-07 15:00:00,156.5,180.2,108.5,78.8,2.262,1.0,-0.1,73,0.5,206
xian,2026-02-07 16:00:00,144.8,168.6,93.9,74.6,2.167,2.0,-0.7,75,0.38888888888888884,193
xian,2026-02-07 17:00:00,119.7,142.0,71.8,69.3,2.022,3.0,-1.3,76,0.2777777777777778,157
xian,2026-02-07 18:00:00,98.7,117.3,53.3,64.4,1.881,5.0,-1.8,75,0.7222222222222222,130
xian,2026-02-07 19:00:00,81.3,95.9,42.2,60.2,1.725,6.0,-2.2,77,0.6944444444444444,108
xian,2026-02-07 20:00:00,68.0,80.3,34.8,56.5,1.573,8.0,-2.5,77,0.888888888888889,91
xian,2026-02-07 21:00:00,58.8,69.6,31.6,53.6,1.537,9.0,-2.7,76,0.6111111111111112,80
xian,2026-02-07 22:00:00,53.1,63.3,34.5,52.6,1.76,8.0,-2.9,76,0.41666666666666663,73
xian,2026-02-07 23:00:00,53.0,63.3,41.5,52.4,2.099,7.0,-3.3,78,0.2777777777777778,72
xian,2026-02-08 00:00:00,72.2,78.7,51.3,49.2,2.241,9.0,-3.4,79,1.027777777777778,96
xian,2026-02-08 01:00:00,83.1,90.1,52.2,46.3,2.002,22.0,-2.1,64,1.5,110
xian,2026-02-08 02:00:00,62.9,74.0,53.1,42.0,1.565,41.0,0.7,46,1.611111111111111,85
xian,2026-02-08 03:00:00,47.0,61.2,51.9,37.5,1.168,57.0,3.2,38,2.25,65
xian,2026-02-08 04:00:00,39.8,55.2,46.7,32.5,0.873,69.0,5.2,32,3.0277777777777777,56
xian,2026-02-08 05:00:00,33.3,47.4,39.5,27.1,0.616,79.0,6.7,30,3.75,48
xian,2026-02-08 06:00:00,28.4,39.8,33.4,23.0,0.446,86.0,7.9,30,3.888888888888889,41
xian,2026-02-08 07:00:00,25.1,33.8,28.0,19.4,0.381,90.0,8.7,28,4.083333333333333,36
xian,2026-02-08 08:00:00,22.4,28.9,23.9,17.1,0.403,92.0,8.8,28,4.027777777777778,32
xian,2026-02-08 09:00:00,23.0,27.6,25.9,19.6,0.501,86.0,7.8,32,4.027777777777778,33
xian,2026-02-08 10:00:00,35.9,39.3,39.0,31.4,0.715,69.0,5.5,35,3.7777777777777777,51
xian,2026-02-08 11:00:00,55.1,58.4,58.4,48.1,1.006,45.0,3.3,40,3.5277777777777777,75
xian,2026-02-08 12:00:00,80.6,82.9,72.2,59.5,1.247,26.0,4.0,45,3.194444444444444,107
xian,2026-02-08 13:00:00,91.3,94.3,78.2,57.8,1.395,24.0,4.0,50,2.111111111111111,120
xian,2026-02-08 14:00:00,101.0,104.1,85.9,55.5,1.494,21.0,3.7,52,1.9166666666666667,132
xian,2026-02-08 15:00:00,95.2,98.0,87.3,53.7,1.544,19.0,3.7,52,2.0833333333333335,125
xian,2026-02-08 16:00:00,82.9,85.2,76.5,52.9,1.522,18.0,3.7,51,2.0,110
xian,2026-02-08 17:00:00,66.1,68.5,59.3,52.6,1.452,18.0,3.3,54,1.5555555555555554,89
xian,2026-02-08 18:00:00,61.2,63.3,45.9,52.1,1.406,17.0,3.4,53,1.6666666666666665,83
xian,2026-02-08 19:00:00,61.2,63.3,39.4,50.8,1.395,15.0,3.6,54,1.8055555555555556,83
xian,2026-02-08 20:00:00,62.4,64.5,36.5,49.2,1.408,13.0,2.7,59,1.3611111111111112,84
xian,2026-02-08 21:00:00,62.4,64.5,37.6,48.7,1.491,11.0,1.9,63,1.2777777777777777,84
xian,2026-02-08 22:00:00,63.6,65.7,45.5,50.5,1.733,7.0,0.6,67,1.2222222222222223,86
xian,2026-02-08 23:00:00,70.8,73.3,57.3,53.3,2.044,4.0,0.3,69,1.1111111111111112,95
xian,2026-02-09 00:00:00,79.2,81.5,52.9,58.4,2.196,6.0,0.6,70,0.25,105
xian,2026-02-09 01:00:00,90.3,92.2,50.4,52.8,2.065,20.0,2.3,62,0.6388888888888888,119
xian,2026-02-09 02:00:00,62.6,65.7,47.1,45.1,1.775,39.0,4.3,54,0.9722222222222222,84
xian,2026-02-09 03:00:00,47.3,51.3,45.2,39.8,1.475,55.0,6.1,49,1.1944444444444444,65
xian,2026-02-09 04:00:00,46.8,51.1,46.0,39.1,1.173,65.0,7.7,46,1.6944444444444442,65
xian,2026-02-09 05:00:00,48.1,52.2,48.1,40.7,0.861,71.0,8.8,42,2.25,66
xian,2026-02-09 06:00:00,47.7,51.1,50.1,42.9,0.662,75.0,9.3,41,1.6666666666666665,66
xian,2026-02-09 07:00:00,47.1,50.2,49.1,43.3,0.619,78.0,10.4,41,0.22222222222222224,65
xian,2026-02-09 08:00:00,46.7,49.4,47.8,44.2,0.689,79.0,10.7,42,1.4166666666666665,65
xian,2026-02-09 09:00:00,49.2,51.6,53.0,50.5,0.873,72.0,10.6,44,1.2777777777777777,68
xian,2026-02-09 10:00:00,81.7,83.8,74.1,69.7,1.293,49.0,8.7,58,1.2777777777777777,108
xian,2026-02-09 11:00:00,125.7,129.9,101.5,94.3,1.825,19.0,7.1,66,1.3611111111111112,165
xian,2026-02-09 12:00:00,147.1,153.7,124.3,109.1,2.103,0.0,5.9,71,2.0277777777777777,196
xian,2026-02-09 13:00:00,154.1,159.7,111.5,103.2,1.902,1.0,5.3,73,0.41666666666666663,204
xian,2026-02-09 14:00:00,137.8,144.8,93.1,94.0,1.445,4.0,4.4,77,0.6666666666666666,183
xian,2026-02-09 15:00:00,98.5,116.9,73.4,80.3,1.037,11.0,4.6,74,2.1666666666666665,129
xian,2026-02-09 16:00:00,60.3,138.8,51.1,57.4,0.775,27.0,4.7,58,2.7222222222222223,94
xian,2026-02-09 17:00:00,49.8,155.5,27.5,29.9,0.562,47.0,4.9,40,3.2499999999999996,103
xian,2026-02-09 18:00:00,45.2,137.4,10.9,10.0,0.405,62.0,4.7,39,3.333333333333333,94
xian,2026-02-09 19:00:00,39.9,112.2,5.8,3.7,0.307,66.0,4.3,40,3.9722222222222223,81
xian,2026-02-09 20:00:00,35.9,94.8,7.6,5.0,0.266,65.0,4.5,37,4.527777777777778,72
xian,2026-02-09 21:00:00,32.1,78.0,11.0,8.4,0.287,62.0,4.4,38,4.444444444444445,64
xian,2026-02-09 22:00:00,29.2,64.0,15.5,14.0,0.411,55.0,4.5,40,4.111111111111112,57
xian,2026-02-09 23:00:00,29.6,57.4,21.5,21.8,0.597,47.0,3.9,44,3.6666666666666665,54
xian,2026-02-10 00:00:00,42.7,65.0,25.6,26.5,0.721,41.0,2.7,53,2.694444444444444,60
xian,2026-02-10 01:00:00,48.4,65.0,21.5,21.2,0.729,51.0,4.0,53,2.388888888888889,67
xian,2026-02-10 02:00:00,39.9,63.1,15.7,13.8,0.674,66.0,6.1,49,1.4166666666666665,57
xian,2026-02-10 03:00:00,25.0,56.0,11.2,8.1,0.598,78.0,8.6,43,1.972222222222222,53
xian,2026-02-10 04:00:00,22.4,53.0,9.2,5.8,0.493,85.0,10.1,30,3.3611111111111107,52
xian,2026-02-10 05:00:00,21.1,51.9,8.4,5.2,0.366,89.0,10.9,29,3.416666666666667,51
xian,2026-02-10 06:00:00,20.7,52.2,8.0,5.2,0.279,91.0,11.7,28,3.4444444444444446,51
xian,2026-02-10 07:00:00,20.5,51.8,5.8,3.1,0.235,95.0,12.3,25,3.6944444444444446,51
xian,2026-02-10 08:00:00,19.8,48.8,3.9,1.6,0.231,98.0,12.1,26,3.6666666666666665,49
xian,2026-02-10 09:00:00,20.0,46.1,8.0,7.7,0.313,91.0,11.7,29,2.4166666666666665,46
xian,2026-02-10 10:00:00,36.4,58.7,23.5,29.3,0.531,65.0,9.5,45,1.1944444444444444,54
xian,2026-02-10 11:00:00,77.1,100.1,45.0,58.4,0.835,30.0,8.5,43,3.0555555555555554,103
xian,2026-02-10 12:00:00,109.2,139.7,66.1,78.2,1.126,3.0,7.1,47,3.138888888888889,143
xian,2026-02-10 13:00:00,112.7,139.2,68.9,76.2,1.424,2.0,7.1,43,2.305555555555556,147
xian,2026-02-10 14:00:00,115.9,141.6,72.1,73.3,1.708,1.0,5.6,52,1.6666666666666665,151
xian,2026-02-10 15:00:00,120.1,143.0,70.6,69.8,1.814,1.0,4.2,55,1.027777777777778,157
xian,2026-02-10 16:00:00,108.5,126.2,59.8,65.8,1.594,3.0,3.1,57,0.7222222222222222,142
xian,2026-02-10 17:00:00,85.0,99.4,44.3,61.2,1.196,7.0,1.8,63,1.0,112
xian,2026-02-10 18:00:00,68.9,82.7,32.1,56.7,0.903,11.0,1.0,66,1.1388888888888888,92
xian,2026-02-10 19:00:00,58.7,72.2,25.9,51.8,0.802,15.0,0.7,67,1.611111111111111,80
xian,2026-02-10 20:00:00,52.0,65.2,23.1,47.0,0.808,18.0,0.4,66,1.777777777777778,71
xian,2026-02-10 21:00:00,48.3,60.5,23.6,43.8,0.942,20.0,-0.3,68,1.6666666666666665,67
xian,2026-02-10 22:00:00,46.2,58.0,29.4,44.1,1.345,18.0,-1.1,70,1.3611111111111112,64
xian,2026-02-10 23:00:00,48.0,60.3,38.5,46.1,1.877,15.0,-1.6,70,1.25,66
xian,2026-02-11 00:00:00,58.0,67.3,43.7,54.0,2.146,20.0,-1.7,74,0.2777777777777778,79
xian,2026-02-11 01:00:00,77.1,86.4,42.8,47.1,1.909,32.0,0.0,70,0.9722222222222222,103
xian,2026-02-11 02:00:00,67.3,81.0,41.5,37.5,1.41,49.0,2.5,57,1.6666666666666665,90
xian,2026-02-11 03:00:00,44.9,65.2,39.6,29.5,0.982,64.0,5.1,47,2.5277777777777777,62
xian,2026-02-11 04:00:00,39.7,61.7,36.8,24.6,0.74,76.0,7.6,40,2.9166666666666665,56
xian,2026-02-11 05:00:00,36.0,57.9,33.4,21.2,0.57,86.0,9.6,35,3.3055555555555554,54
xian,2026-02-11 06:00:00,33.9,54.2,30.7,19.1,0.464,93.0,11.0,32,3.75,52
xian,2026-02-11 07:00:00,32.4,50.9,27.3,16.1,0.358,99.0,11.9,31,3.888888888888889,50
xian,2026-02-11 08:00:00,31.1,48.1,24.5,14.3,0.316,103.0,12.2,30,3.611111111111111,48
xian,2026-02-11 09:00:00,31.8,47.5,27.3,19.5,0.524,96.0,11.6,35,2.833333333333333,48
xian,2026-02-11 10:00:00,43.3,56.6,40.6,38.7,1.207,70.0,9.2,51,1.4444444444444444,60
xian,2026-02-11 11:00:00,67.3,82.0,59.5,64.9,2.14,35.0,8.3,46,0.41666666666666663,90
xian,2026-02-11 12:00:00,102.9,119.0,80.3,81.6,2.835,10.0,6.6,54,0.2777777777777778,135
xian,2026-02-11 13:00:00,112.0,127.1,85.4,78.2,3.122,8.0,6.5,67,0.8055555555555555,146
xian,2026-02-11 14:00:00,129.9,140.2,91.8,73.4,3.171,4.0,6.1,72,1.8611111111111112,171
xian,2026-02-11 15:00:00,132.7,139.2,91.5,69.1,3.002,2.0,5.6,72,2.4166666666666665,175
xian,2026-02-11 16:00:00,117.1,122.9,78.3,65.9,2.488,2.0,4.8,69,2.5555555555555554,153
xian,2026-02-11 17:00:00,90.6,96.6,58.4,63.2,1.755,4.0,4.4,62,3.222222222222222,120
xian,2026-02-11 18:00:00,73.3,79.2,42.4,60.4,1.202,5.0,4.1,59,3.1111111111111107,98
xian,2026-02-11 19:00:00,62.6,68.7,34.2,57.1,0.998,6.0,4.6,56,2.7222222222222223,84
xian,2026-02-11 20:00:00,56.0,61.9,29.9,53.8,0.974,7.0,4.3,57,2.888888888888889,76
xian,2026-02-11 21:00:00,51.0,56.9,28.7,51.4,1.023,8.0,3.7,60,2.7222222222222223,70
xian,2026-02-11 22:00:00,47.5,53.2,31.8,51.2,1.173,6.0,2.7,68,1.8333333333333333,66
xian,2026-02-11 23:00:00,48.0,52.9,37.8,51.8,1.396,5.0,2.3,70,2.5555555555555554,66
xian,2026-02-12 00:00:00,58.2,59.8,43.3,58.5,1.495,9.0,2.4,68,2.7222222222222223,79
xian,2026-02-12 01:00:00,66.8,68.0,41.8,48.8,1.355,28.0,4.1,62,2.5,90
xian,2026-02-12 02:00:00,61.5,62.9,39.6,35.4,1.093,55.0,6.9,51,2.5,83
xian,2026-02-12 03:00:00,31.8,35.4,36.8,24.3,0.86,77.0,9.0,45,2.4444444444444446,45
xian,2026-02-12 04:00:00,23.6,29.3,32.7,17.7,0.704,92.0,11.2,39,2.6666666666666665,34
xian,2026-02-12 05:00:00,20.9,27.5,28.0,13.5,0.577,103.0,13.0,34,2.5,32
xian,2026-02-12 06:00:00,19.0,26.0,24.8,11.8,0.494,108.0,14.1,30,2.138888888888889,34
xian,2026-02-12 07:00:00,17.8,24.3,21.6,11.4,0.426,108.0,15.1,27,1.8611111111111112,34
xian,2026-02-12 08:00:00,18.0,23.7,19.9,13.4,0.401,103.0,15.0,28,2.2222222222222223,32
xian,2026-02-12 09:00:00,22.1,27.1,25.7,21.7,0.515,90.0,14.1,32,2.7222222222222223,32
xian,2026-02-12 10:00:00,64.0,69.2,47.1,42.5,0.876,63.0,12.4,35,2.75,86
xian,2026-02-12 11:00:00,111.8,116.6,76.0,69.6,1.375,28.0,11.3,36,2.944444444444444,146
xian,2026-02-12 12:00:00,160.2,170.0,109.9,90.2,1.786,0.0,10.1,40,2.305555555555556,210
xian,2026-02-12 13:00:00,154.6,163.4,104.9,86.5,2.029,0.0,10.4,38,2.6666666666666665,205
xian,2026-02-12 14:00:00,138.3,147.1,97.4,81.3,2.182,1.0,9.6,42,2.638888888888889,183
xian,2026-02-12 15:00:00,125.7,134.6,86.9,76.1,2.258,1.0,8.6,45,2.8055555555555554,165
xian,2026-02-12 16:00:00,112.2,119.2,71.1,71.8,2.24,1.0,7.5,52,1.611111111111111,146
xian,2026-02-12 17:00:00,89.9,95.2,52.3,67.5,2.144,0.0,6.0,57,1.611111111111111,119
xian,2026-02-12 18:00:00,73.6,76.8,37.5,62.6,2.027,2.0,4.6,64,1.6944444444444442,98
xian,2026-02-12 19:00:00,61.0,63.6,29.0,55.5,1.868,8.0,4.4,56,2.5,82
xian,2026-02-12 20:00:00,50.8,53.0,24.5,47.7,1.688,16.0,4.3,53,1.972222222222222,70
xian,2026-02-12 21:00:00,43.3,45.4,23.2,42.8,1.612,21.0,3.5,55,1.7222222222222223,60
xian,2026-02-12 22:00:00,39.1,41.3,26.5,43.6,1.758,19.0,3.0,55,1.6666666666666665,55
xian,2026-02-12 23:00:00,39.3,42.3,33.2,47.2,2.006,13.0,2.7,56,1.8055555555555556,59
xian,2026-02-13 00:00:00,48.2,50.1,40.2,49.1,2.125,18.0,2.4,61,2.0833333333333335,66
xian,2026-02-13 01:00:00,59.5,62.2,41.3,45.3,1.995,30.0,4.1,57,1.5555555555555554,81
xian,2026-02-13 02:00:00,68.0,71.0,42.9,40.0,1.735,48.0,7.4,48,0.41666666666666663,91
xian,2026-02-13 03:00:00,42.5,49.6,44.2,35.9,1.47,63.0,10.2,40,0.5833333333333334,59
xian,2026-02-13 04:00:00,36.9,43.9,45.2,33.8,1.204,75.0,12.5,35,0.8611111111111112,52
xian,2026-02-13 05:00:00,35.4,41.2,46.0,32.8,0.932,84.0,14.6,29,0.6944444444444444,50
xian,2026-02-13 06:00:00,34.9,39.6,46.4,32.8,0.765,91.0,15.9,25,0.22222222222222224,50
xian,2026-02-13 07:00:00,33.8,37.6,44.5,32.2,0.722,96.0,17.1,24,0.16666666666666666,48
xian,2026-02-13 08:00:00,32.5,36.2,42.2,32.7,0.784,97.0,17.6,23,0.38888888888888884,46
xian,2026-02-13 09:00:00,35.0,38.4,45.3,39.1,1.004,90.0,17.0,40,0.16666666666666666,50
xian,2026-02-13 10:00:00,71.0,75.2,59.9,58.0,1.525,66.0,14.5,43,0.4722222222222222,95
xian,2026-02-13 11:00:00,105.0,110.4,79.9,82.9,2.203,33.0,11.8,47,1.1111111111111112,138
xian,2026-02-13 12:00:00,127.1,134.1,99.0,97.5,2.663,10.0,10.5,48,1.0555555555555556,167
xian,2026-02-13 13:00:00,135.0,140.6,94.3,92.9,2.693,9.0,9.9,49,1.2222222222222223,179
xian,2026-02-13 14:00:00,127.1,131.3,87.2,86.3,2.504,7.0,8.7,49,1.5,167
xian,2026-02-13 15:00:00,112.7,116.6,77.6,80.1,2.354,6.0,7.8,50,0.5555555555555556,147
xian,2026-02-13 16:00:00,95.5,98.3,63.2,75.6,2.357,6.0,6.6,54,0.25,126
xian,2026-02-13 17:00:00,73.8,75.7,46.2,71.4,2.397,8.0,5.2,58,0.19444444444444442,98
xian,2026-02-13 18:00:00,59.3,60.8,33.1,65.8,2.39,11.0,4.3,63,0.7777777777777777,82
xian,2026-02-13 19:00:00,49.9,51.3,26.3,56.6,2.238,18.0,4.1,66,1.3611111111111112,71
xian,2026-02-13 20:00:00,43.7,45.1,23.3,46.0,2.039,26.0,3.0,70,1.25,61
xian,2026-02-13 21:00:00,39.5,40.9,23.3,39.2,1.992,31.0,1.9,72,0.3611111111111111,56
xian,2026-02-13 22:00:00,37.4,38.8,27.1,39.7,2.275,27.0,1.9,69,0.38888888888888884,57
xian,2026-02-13 23:00:00,39.3,40.7,33.8,44.0,2.712,20.0,2.0,66,0.2777777777777778,68
xian,2026-02-14 00:00:00,46.3,47.3,37.9,45.2,2.974,26.0,0.8,74,0.5833333333333334,74
xian,2026-02-14 01:00:00,56.1,57.0,41.2,42.4,2.903,38.0,3.0,65,1.972222222222222,76
xian,2026-02-14 02:00:00,61.7,63.1,45.7,38.5,2.658,55.0,6.2,53,1.5,83
xian,2026-02-14 03:00:00,43.9,45.8,48.8,35.2,2.383,71.0,9.1,44,0.7777777777777777,61
xian,2026-02-14 04:00:00,37.5,39.2,49.0,32.8,2.105,85.0,11.7,39,0.5277777777777778,53
xian,2026-02-14 05:00:00,34.8,36.2,47.8,31.0,1.798,98.0,13.8,34,0.8333333333333333,50
xian,2026-02-14 06:00:00,32.8,33.6,46.7,30.3,1.526,108.0,15.7,29,0.5833333333333334,47
xian,2026-02-14 07:00:00,31.3,31.8,44.4,28.5,1.232,115.0,17.0,28,0.2777777777777778,45
xian,2026-02-14 08:00:00,30.3,30.5,42.1,27.7,0.974,119.0,17.3,28,1.1111111111111112,43
xian,2026-02-14 09:00:00,32.0,32.2,45.5,35.1,0.985,112.0,16.6,32,1.9444444444444444,46
xian,2026-02-14 10:00:00,59.1,59.3,60.0,60.0,1.576,84.0,14.2,43,1.5277777777777777,80
xian,2026-02-14 11:00:00,97.3,99.0,80.2,93.1,2.437,46.0,12.4,48,1.8055555555555556,128
xian,2026-02-14 12:00:00,122.5,124.8,99.4,115.8,2.872,19.0,11.8,50,2.0,161
xian,2026-02-14 13:00:00,130.4,134.1,99.0,104.8,2.446,20.0,10.4,63,0.4444444444444445,172
xian,2026-02-14 14:00:00,119.2,122.5,97.7,89.4,1.594,22.0,10.1,62,0.75,156
xian,2026-02-14 15:00:00,104.3,109.7,91.7,75.4,0.921,23.0,10.7,45,3.3888888888888884,137
xian,2026-02-14 16:00:00,76.1,83.8,77.0,65.1,0.66,24.0,8.8,52,1.611111111111111,101
xian,2026-02-14 17:00:00,66.1,74.5,57.7,56.3,0.578,25.0,8.0,45,1.7222222222222223,89
xian,2026-02-14 18:00:00,54.7,62.6,42.1,48.1,0.581,26.0,7.6,47,1.027777777777778,75
xian,2026-02-14 19:00:00,44.7,51.1,33.4,39.1,0.681,29.0,8.1,44,0.6111111111111112,62
xian,2026-02-14 20:00:00,37.5,42.7,28.4,30.6,0.866,32.0,7.2,46,0.16666666666666666,53
xian,2026-02-14 21:00:00,32.6,36.7,26.6,26.2,1.011,32.0,5.7,52,0.25,47
xian,2026-02-14 22:00:00,28.5,31.5,29.6,29.5,1.088,26.0,4.7,56,0.25,41
xian,2026-02-14 23:00:00,29.2,31.4,35.7,36.8,1.124,16.0,4.1,58,0.5555555555555556,46
xian,2026-02-15 00:00:00,64.5,65.9,57.0,41.7,1.082,17.0,5.4,56,1.777777777777778,87
xian,2026-02-15 01:00:00,65.2,66.4,47.9,35.2,0.901,30.0,6.6,39,1.972222222222222,88
xian,2026-02-15 02:00:00,30.2,31.3,35.3,26.3,0.641,47.0,6.8,31,1.611111111111111,43
xian,2026-02-15 03:00:00,18.9,20.9,25.5,19.4,0.44,61.0,7.6,21,1.5555555555555554,27
xian,2026-02-15 04:00:00,17.5,20.7,21.5,16.7,0.359,67.0,8.0,20,0.6388888888888888,25
xian,2026-02-15 05:00:00,18.2,22.7,20.2,16.1,0.337,68.0,9.1,19,1.1944444444444444,26
xian,2026-02-15 06:00:00,19.5,25.4,19.5,16.0,0.329,69.0,8.8,20,2.9166666666666665,28
xian,2026-02-15 07:00:00,20.3,27.3,18.0,15.0,0.312,70.0,8.0,27,4.583333333333333,29
xian,2026-02-15 08:00:00,20.0,29.1,17.0,14.5,0.309,69.0,5.0,49,4.694444444444444,29
xian,2026-02-15 09:00:00,21.0,31.9,17.8,16.6,0.338,66.0,4.4,56,3.4444444444444446,32
xian,2026-02-15 10:00:00,22.3,35.2,21.1,23.2,0.411,57.0,4.1,58,2.4166666666666665,35
xian,2026-02-15 11:00:00,28.4,42.8,26.1,32.3,0.517,45.0,3.7,60,2.388888888888889,43
xian,2026-02-15 12:00:00,46.0,63.8,38.4,47.6,0.635,25.0,3.4,78,1.9166666666666667,64
xian,2026-02-15 13:00:00,56.3,74.7,46.5,51.2,0.783,21.0,3.1,82,2.1666666666666665,77
xian,2026-02-15 14:00:00,69.2,88.0,57.8,56.1,0.943,16.0,2.5,88,2.305555555555556,93
xian,2026-02-15 15:00:00,74.3,95.5,66.5,60.0,1.048,11.0,2.4,89,1.8333333333333333,99
xian,2026-02-15 16:00:00,85.7,107.8,70.3,62.1,1.057,8.0,2.1,90,1.4444444444444444,113
xian,2026-02-15 17:00:00,82.2,105.2,71.6,63.1,1.011,5.0,1.9,91,1.2222222222222223,109
xian,2026-02-15 18:00:00,85.4,109.9,71.5,62.9,0.958,4.0,1.9,94,1.3055555555555556,113
xian,2026-02-15 19:00:00,90.3,115.9,68.5,60.6,0.885,4.0,1.9,91,1.25,119
xian,2026-02-15 20:00:00,90.8,118.7,64.2,57.0,0.805,5.0,1.7,92,1.4444444444444444,120
xian,2026-02-15 21:00:00,85.7,115.5,63.9,54.6,0.811,6.0,1.6,91,1.1111111111111112,113
